0131,25.0
0411,25.0
0412,25.0
0413,25.0
0414,25.0
0511,25.0
0512,25.0
0513,25.0
4155,25.0
6221,25.0
0125,23.2
1112,23.0
3215,23.0
3217,23.0
4163,23.0
4168,23.0
4421,22.9
2147,22.0
2283,22.0
2175,21.0
0621,20.5
1121,20.1
2271,18.0
0651,17.1
4312,17.0
7201,17.0
7202,17.0
7203,17.0
7204,17.0
7205,17.0
8221,17.0
8222,17.0
1423,16.0
2145,16.0
2161,15.9
3232,15.8
2121,15.6
7241,15.0
7242,15.0
7243,15.0
4164,14.5
4165,14.5
4166,14.5
4167,14.5
2143,14.0
2144,14.0
3121,14.0
2153,13.0
5134,13.0
6313,11.4
2171,11.3
0014,11.0
2272,11.0
5123,11.0
6341,11.0
2148,10.8
2112,10.0
5231,10.0
6321,10.0
6521,9.9
0431,9.8
4311,9.8
7244,9.7
0012,8.8
0013,8.8
0015,8.8
0016,8.8
2173,8.6
5254,8.5
4411,8.4
5241,8.2
2263,8.0
6314,7.6
6316,7.6
5133,7.4
0711,7.1
0712,7.1
1122,7.1
2111,7.1
0111,6.9
0122,6.9
3214,6.6
2133,6.3
4169,5.9
3233,5.8
3124,5.5
5122,5.5
3234,4.9
5223,4.9
2174,4.8
2152,4.5
0631,4.3
5136,4.2
1123,3.9
3114,3.8
5121,3.8
1226,3.7
2252,3.7
0213,3.5
4112,3.5
4011,3.2
4021,3.2
0113,3.0
0911,3.0
2172,3.0
2233,3.0
2281,3.0
2141,2.9
3213,2.9
3122,2.7
4154,2.5
4217,2.5
0124,2.3
5131,2.2
5242,2.2
2142,2.1
3142,2.1
4153,2.1
5221,2.1
3125,2.0
2131,1.9
2151,1.8
0211,1.7
0212,1.7
2134,1.7
2146,1.7
1113,1.6
6235,1.6
7303,1.6
9211,1.6
9212,1.6
9213,1.6
9214,1.6
9215,1.6
9217,1.6
9221,1.6
9222,1.6
9223,1.6
9224,1.6
9226,1.6
9227,1.6
0011,1.5
5132,1.5
1211,1.4
1212,1.4
1213,1.4
1214,1.4
1215,1.4
5243,1.3
0601,1.3
5252,1.3
3131,1.2
3144,1.2
4215,1.2
4152,1.2
4212,1.2
2132,1.1
0421,1.0
2274,1.0
0422,1.0
4216,1.0
3012,0.9
4033,0.9
4156,0.9
2122,0.8
8422,0.8
4031,0.8
4214,0.7
0311,0.7
3011,0.7
4151,0.7
0423,0.7
6532,0.6
0112,0.6
5245,0.5
3141,0.5
3113,0.4
3221,0.4
4032,0.4
3111,0.4
3112,0.4
0632,0.4
3132,0.4
0432,0.4
3143,0.4
